survey_year,indicator_name,values,country_name,hdi_category,reference
,GDP per capita (PPP US$) 2005,"2,083",Sudan,MEDIUM HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"1,240",Kenya,MEDIUM HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,..,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"2,038",Zimbabwe,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP per capita (PPP US$) 2005,"1,506",Togo,MEDIUM HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"1,454",Uganda,MEDIUM HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"1,921",Gambia,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP per capita (PPP US$) 2005,"1,792",Senegal,LOW HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"1,109",Eritrea,LOW HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"1,128",Nigeria,LOW HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,744,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"2,316",Guinea,LOW HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"1,206",Rwanda,LOW HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"2,335",Angola,LOW HUMAN DEVELOPMENT,"e,h"
,GDP per capita (PPP US$) 2005,"1,141",Benin,LOW HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,667,Malawi,LOW HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"1,023",Zambia,LOW HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,"1,648",Côte d'Ivoire,LOW HUMAN DEVELOPMENT,"e,h"
,GDP per capita (PPP US$) 2005,699,Burundi,LOW HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) 2005,714,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,"e,h"
,GDP per capita (PPP US$) 2005,"1,055",Ethiopia,,e
,GDP per capita (PPP US$) 2005,"1,427",Chad,,e
,GDP per capita (PPP US$) 2005,"1,224",Central African Republic,,"e,h"
,GDP per capita (PPP US$) 2005,827,Guinea-Bissau,,"e,h"
,GDP per capita (PPP US$) 2005,806,Sierra Leone,,h
,Life expectancy index,0.941,Iceland,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.931,Australia,HIGH HUMAN DEVELOPMENT,g
,Life expectancy index,0.921,Canada,HIGH HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.898,Finland,HIGH HUMAN DEVELOPMENT,g
,Life expectancy index,0.881,Denmark,HIGH HUMAN DEVELOPMENT,g
,Life expectancy index,0.900,United Kingdom,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.891,Luxembourg,HIGH HUMAN DEVELOPMENT,i
,Life expectancy index,0.913,New Zealand,HIGH HUMAN DEVELOPMENT,g
,Life expectancy index,0.902,Germany,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.907,Singapore,HIGH HUMAN DEVELOPMENT,"h,k"
,Life expectancy index,0.900,Cyprus,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.861,Barbados,HIGH HUMAN DEVELOPMENT,h
,Life expectancy index,0.831,Argentina,HIGH HUMAN DEVELOPMENT,h
,Life expectancy index,0.889,United Arab Emirates,HIGH HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.848,Uruguay,HIGH HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.839,Croatia,HIGH HUMAN DEVELOPMENT,h
,Life expectancy index,0.891,Costa Rica,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.795,Seychelles,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.750,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.797,Tonga,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.806,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.815,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,r
,Life expectancy index,0.737,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.811,Malaysia,HIGH HUMAN DEVELOPMENT,h
,Life expectancy index,0.790,Mauritius,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.825,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,"h,s"
,Life expectancy index,0.667,Russian Federation,HIGH HUMAN DEVELOPMENT,e
,Life expectancy index,0.853,Albania,HIGH HUMAN DEVELOPMENT,h
,Life expectancy index,0.779,Brazil,HIGH HUMAN DEVELOPMENT,h
,Life expectancy index,0.844,Dominica,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.804,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.763,Samoa,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.743,Thailand,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.776,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.849,Belize,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.792,China,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.720,Grenada,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.773,Turkey,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.743,Suriname,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.761,Peru,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.828,Ecuador,MEDIUM HUMAN DEVELOPMENT,r
,Life expectancy index,0.722,Fiji,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.754,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.771,Paraguay,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.776,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.701,Maldives,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.787,Jamaica,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.778,Algeria,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.799,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.745,Indonesia,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.811,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.627,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,r
,Life expectancy index,0.782,Nicaragua,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.724,Moldova,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.761,Egypt,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.696,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.739,Honduras,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.662,Bolivia,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.746,Guatemala,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.521,Gabon,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.738,Vanuatu,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.430,South Africa,MEDIUM HUMAN DEVELOPMENT,h
,Life expectancy index,0.385,Botswana,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.444,Namibia,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.757,Morocco,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.423,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.645,India,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.550,Cambodia,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.596,Myanmar,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.662,Bhutan,MEDIUM HUMAN DEVELOPMENT,r
,Life expectancy index,0.651,Comoros,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.568,Ghana,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.659,Pakistan,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.293,Lesotho,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.484,Congo,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.635,Bangladesh,MEDIUM HUMAN DEVELOPMENT,h
,Life expectancy index,0.265,Swaziland,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.626,Nepal,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.557,Madagascar,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.414,Cameroon,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.532,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.575,Haiti,MEDIUM HUMAN DEVELOPMENT,r
,Life expectancy index,0.540,Sudan,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.451,Kenya,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.578,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.265,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.547,Togo,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.412,Uganda,MEDIUM HUMAN DEVELOPMENT,e
,Life expectancy index,0.563,Gambia,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.622,Senegal,LOW HUMAN DEVELOPMENT,e
,Life expectancy index,0.527,Eritrea,LOW HUMAN DEVELOPMENT,e
,Life expectancy index,0.359,Nigeria,LOW HUMAN DEVELOPMENT,e
,Life expectancy index,0.434,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,e
,Life expectancy index,0.497,Guinea,LOW HUMAN DEVELOPMENT,e
,Life expectancy index,0.337,Rwanda,LOW HUMAN DEVELOPMENT,e
,Life expectancy index,0.279,Angola,LOW HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.506,Benin,LOW HUMAN DEVELOPMENT,e
,Life expectancy index,0.355,Malawi,LOW HUMAN DEVELOPMENT,e
,Life expectancy index,0.259,Zambia,LOW HUMAN DEVELOPMENT,e
,Life expectancy index,0.373,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.391,Burundi,LOW HUMAN DEVELOPMENT,e
,Life expectancy index,0.346,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,"e,h"
,Life expectancy index,0.446,Ethiopia,,e
,Life expectancy index,0.423,Chad,,e
,Life expectancy index,0.311,Central African Republic,,"e,h"
,Life expectancy index,0.347,Guinea-Bissau,,"e,h"
,Life expectancy index,0.280,Sierra Leone,,h
,Education index,0.978,Iceland,HIGH HUMAN DEVELOPMENT,e
,Education index,0.993,Australia,HIGH HUMAN DEVELOPMENT,g
,Education index,0.991,Canada,HIGH HUMAN DEVELOPMENT,"e,h"
,Education index,0.993,Finland,HIGH HUMAN DEVELOPMENT,g
,Education index,0.993,Denmark,HIGH HUMAN DEVELOPMENT,g
,Education index,0.970,United Kingdom,HIGH HUMAN DEVELOPMENT,e
,Education index,0.942,Luxembourg,HIGH HUMAN DEVELOPMENT,i
,Education index,0.993,New Zealand,HIGH HUMAN DEVELOPMENT,g
,Education index,0.953,Germany,HIGH HUMAN DEVELOPMENT,e
,Education index,0.908,Singapore,HIGH HUMAN DEVELOPMENT,"h,k"
,Education index,0.904,Cyprus,HIGH HUMAN DEVELOPMENT,e
,Education index,0.956,Barbados,HIGH HUMAN DEVELOPMENT,h
,Education index,0.947,Argentina,HIGH HUMAN DEVELOPMENT,h
,Education index,0.791,United Arab Emirates,HIGH HUMAN DEVELOPMENT,"e,h"
,Education index,0.942,Uruguay,HIGH HUMAN DEVELOPMENT,"e,h"
,Education index,0.899,Croatia,HIGH HUMAN DEVELOPMENT,h
,Education index,0.876,Costa Rica,HIGH HUMAN DEVELOPMENT,e
,Education index,0.886,Seychelles,HIGH HUMAN DEVELOPMENT,e
,Education index,0.896,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,e
,Education index,0.926,Tonga,HIGH HUMAN DEVELOPMENT,e
,Education index,0.875,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,"e,h"
,Education index,0.824,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,r
,Education index,0.872,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,e
,Education index,0.839,Malaysia,HIGH HUMAN DEVELOPMENT,h
,Education index,0.813,Mauritius,HIGH HUMAN DEVELOPMENT,e
,Education index,0.874,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,"h,s"
,Education index,0.956,Russian Federation,HIGH HUMAN DEVELOPMENT,e
,Education index,0.887,Albania,HIGH HUMAN DEVELOPMENT,h
,Education index,0.883,Brazil,HIGH HUMAN DEVELOPMENT,h
,Education index,0.857,Dominica,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.872,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.903,Samoa,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.855,Thailand,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.827,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.773,Belize,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.837,China,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.884,Grenada,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.812,Turkey,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.854,Suriname,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.872,Peru,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.858,Ecuador,MEDIUM HUMAN DEVELOPMENT,r
,Education index,0.879,Fiji,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.792,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.853,Paraguay,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.814,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.862,Maldives,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.792,Jamaica,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.711,Algeria,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.891,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.830,Indonesia,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.755,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.903,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,r
,Education index,0.747,Nicaragua,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.892,Moldova,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.732,Egypt,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.906,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.771,Honduras,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.865,Bolivia,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.685,Guatemala,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.801,Gabon,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.705,Vanuatu,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.806,South Africa,MEDIUM HUMAN DEVELOPMENT,h
,Education index,0.773,Botswana,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.783,Namibia,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.544,Morocco,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.773,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.620,India,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.691,Cambodia,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.764,Myanmar,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.485,Bhutan,MEDIUM HUMAN DEVELOPMENT,r
,Education index,0.533,Comoros,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.555,Ghana,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.466,Pakistan,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.768,Lesotho,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.736,Congo,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.503,Bangladesh,MEDIUM HUMAN DEVELOPMENT,h
,Education index,0.730,Swaziland,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.518,Nepal,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.670,Madagascar,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.660,Cameroon,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.518,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.542,Haiti,MEDIUM HUMAN DEVELOPMENT,r
,Education index,0.531,Sudan,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.693,Kenya,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.574,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.770,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.538,Togo,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.655,Uganda,MEDIUM HUMAN DEVELOPMENT,e
,Education index,0.450,Gambia,MEDIUM HUMAN DEVELOPMENT,"e,h"
,Education index,0.394,Senegal,LOW HUMAN DEVELOPMENT,e
,Education index,0.521,Eritrea,LOW HUMAN DEVELOPMENT,e
,Education index,0.648,Nigeria,LOW HUMAN DEVELOPMENT,e
,Education index,0.631,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,e
,Education index,0.347,Guinea,LOW HUMAN DEVELOPMENT,e
,Education index,0.602,Rwanda,LOW HUMAN DEVELOPMENT,e
,Education index,0.535,Angola,LOW HUMAN DEVELOPMENT,"e,h"
,Education index,0.400,Benin,LOW HUMAN DEVELOPMENT,e
,Education index,0.638,Malawi,LOW HUMAN DEVELOPMENT,e
,Education index,0.655,Zambia,LOW HUMAN DEVELOPMENT,e
,Education index,0.457,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,"e,h"
,Education index,0.522,Burundi,LOW HUMAN DEVELOPMENT,e
,Education index,0.560,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,"e,h"
,Education index,0.380,Ethiopia,,e
,Education index,0.296,Chad,,e
,Education index,0.423,Central African Republic,,"e,h"
,Education index,0.421,Guinea-Bissau,,"e,h"
,Education index,0.381,Sierra Leone,,h
,GDP index,0.985,Iceland,HIGH HUMAN DEVELOPMENT,e
,GDP index,0.962,Australia,HIGH HUMAN DEVELOPMENT,g
,GDP index,0.970,Canada,HIGH HUMAN DEVELOPMENT,"e,h"
,GDP index,0.964,Finland,HIGH HUMAN DEVELOPMENT,g
,GDP index,0.973,Denmark,HIGH HUMAN DEVELOPMENT,g
,GDP index,0.969,United Kingdom,HIGH HUMAN DEVELOPMENT,e
,GDP index,1.000,Luxembourg,HIGH HUMAN DEVELOPMENT,i
,GDP index,0.922,New Zealand,HIGH HUMAN DEVELOPMENT,g
,GDP index,0.949,Germany,HIGH HUMAN DEVELOPMENT,e
,GDP index,0.950,Singapore,HIGH HUMAN DEVELOPMENT,"h,k"
,GDP index,0.905,Cyprus,HIGH HUMAN DEVELOPMENT,e
,GDP index,0.860,Barbados,HIGH HUMAN DEVELOPMENT,h
,GDP index,0.828,Argentina,HIGH HUMAN DEVELOPMENT,h
,GDP index,0.925,United Arab Emirates,HIGH HUMAN DEVELOPMENT,"e,h"
,GDP index,0.768,Uruguay,HIGH HUMAN DEVELOPMENT,"e,h"
,GDP index,0.813,Croatia,HIGH HUMAN DEVELOPMENT,h
,GDP index,0.772,Costa Rica,HIGH HUMAN DEVELOPMENT,e
,GDP index,0.848,Seychelles,HIGH HUMAN DEVELOPMENT,e
,GDP index,0.816,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,e
,GDP index,0.735,Tonga,HIGH HUMAN DEVELOPMENT,e
,GDP index,0.774,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,"e,h"
,GDP index,0.806,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,r
,GDP index,0.832,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,e
,GDP index,0.783,Malaysia,HIGH HUMAN DEVELOPMENT,h
,GDP index,0.809,Mauritius,HIGH HUMAN DEVELOPMENT,e
,GDP index,0.710,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,"h,s"
,GDP index,0.782,Russian Federation,HIGH HUMAN DEVELOPMENT,e
,GDP index,0.663,Albania,HIGH HUMAN DEVELOPMENT,h
,GDP index,0.740,Brazil,HIGH HUMAN DEVELOPMENT,h
,GDP index,0.694,Dominica,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.700,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.688,Samoa,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.745,Thailand,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.736,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.712,Belize,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.703,China,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.728,Grenada,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.740,Turkey,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.725,Suriname,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.684,Peru,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.629,Ecuador,MEDIUM HUMAN DEVELOPMENT,r
,GDP index,0.685,Fiji,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.731,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.641,Paraguay,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.639,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.661,Maldives,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.627,Jamaica,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.711,Algeria,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.505,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.609,Indonesia,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.607,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.609,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,r
,GDP index,0.601,Nicaragua,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.508,Moldova,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.629,Egypt,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.505,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.590,Honduras,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.557,Bolivia,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.638,Guatemala,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.708,Gabon,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.580,Vanuatu,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.786,South Africa,MEDIUM HUMAN DEVELOPMENT,h
,GDP index,0.804,Botswana,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.723,Namibia,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.637,Morocco,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.729,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.591,India,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.552,Cambodia,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.389,Myanmar,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.589,Bhutan,MEDIUM HUMAN DEVELOPMENT,r
,GDP index,0.499,Comoros,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.536,Ghana,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.528,Pakistan,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.585,Lesotho,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.423,Congo,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.504,Bangladesh,MEDIUM HUMAN DEVELOPMENT,h
,GDP index,0.647,Swaziland,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.458,Nepal,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.371,Madagascar,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.523,Cameroon,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.541,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.469,Haiti,MEDIUM HUMAN DEVELOPMENT,r
,GDP index,0.507,Sudan,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.420,Kenya,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.390,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.503,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.453,Togo,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.447,Uganda,MEDIUM HUMAN DEVELOPMENT,e
,GDP index,0.493,Gambia,MEDIUM HUMAN DEVELOPMENT,"e,h"
,GDP index,0.482,Senegal,LOW HUMAN DEVELOPMENT,e
,GDP index,0.402,Eritrea,LOW HUMAN DEVELOPMENT,e
,GDP index,0.404,Nigeria,LOW HUMAN DEVELOPMENT,e
,GDP index,0.335,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,e
,GDP index,0.524,Guinea,LOW HUMAN DEVELOPMENT,e
,GDP index,0.416,Rwanda,LOW HUMAN DEVELOPMENT,e
,GDP index,0.526,Angola,LOW HUMAN DEVELOPMENT,"e,h"
,GDP index,0.406,Benin,LOW HUMAN DEVELOPMENT,e
,GDP index,0.317,Malawi,LOW HUMAN DEVELOPMENT,e
,GDP index,0.388,Zambia,LOW HUMAN DEVELOPMENT,e
,GDP index,0.468,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,"e,h"
,GDP index,0.325,Burundi,LOW HUMAN DEVELOPMENT,e
,GDP index,0.328,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,"e,h"
,GDP index,0.393,Ethiopia,,e
,GDP index,0.444,Chad,,e
,GDP index,0.418,Central African Republic,,"e,h"
,GDP index,0.353,Guinea-Bissau,,"e,h"
,GDP index,0.348,Sierra Leone,,h
,GDP per capita (PPP US$) rank minus HDI rank,4,Iceland,HIGH HUMAN DEVELOPMENT,e
,GDP per capita (PPP US$) rank minus HDI rank,13,Australia,HIGH HUMAN DEVELOPMENT,g
,GDP per capita (PPP US$) rank minus HDI rank,6,Canada,HIGH HUMAN DEVELOPMENT,"e,h"
,GDP per capita (PPP US$) rank minus HDI rank,3,Finland,HIGH HUMAN DEVELOPMENT,g
